date;id;att16;att1;att2;att3;att4;att5;att6;att7;att8;att9;att10;att11;att12;att13;att14;att15
Tue Jan 08 11:08:53 GMT 2013;13;range1 [-? - 0.121];0.081259238;0.067632712;0.042014829;0.116485987;0.027590115;0.081260913;0.165237614;0;0;0;0.061280272;0.06144959;0;0;0.125919701
Tue Jan 08 11:08:54 GMT 2013;14;range1 [-? - 0.121];0.081259238;0.062079429;0.038550304;0.116485987;0.041385173;0.081260913;0.215715317;0;0;0;0.057610481;0.057769659;0;0;0.148761354
Tue Jan 08 11:08:55 GMT 2013;15;range1 [-? - 0.121];0.087847824;0.071536983;0.041170087;0.125930796;0.022370364;0.087849635;0.165107244;0;0;0;0.062842188;0.063015821;0;0;0.113476227
Tue Jan 08 11:08:56 GMT 2013;16;range1 [-? - 0.121];0.067716031;0.044697382;0.034375712;0.097071656;0.068975288;0.067717427;0.259745237;0;0;0;0.047566909;0.047698336;0;0;0.207586419
Tue Jan 08 11:08:57 GMT 2013;17;range1 [-? - 0.121];0.081259238;0.062079429;0.038550304;0.116485987;0.041385173;0.081260913;0.215715317;0;0;0;0.057610481;0.057769659;0;0;0.148761354
Tue Jan 08 11:08:58 GMT 2013;18;range1 [-? - 0.121];0.056040853;0.047153677;0.022643651;0.080335163;0.057082997;0.056042009;0.258979629;0;0;0;0.038606239;0.038712909;0;0;0.164828315
Tue Jan 08 11:08:59 GMT 2013;19;range1 [-? - 0.121];0.090288042;0.059596509;0.045834283;0.129428874;0;0.090289903;0.169434181;0;0;0;0.063422545;0.063597782;0;0;0.189007606
Tue Jan 08 11:09:00 GMT 2013;20;range1 [-? - 0.121];0.055404026;0.044810385;0.02689806;0.079422264;0.037622884;0.055405168;0.214804182;0;0;0;0.040280027;0.040391321;0;0;0.160062394
Tue Jan 08 11:09:01 GMT 2013;21;range1 [-? - 0.121];0.073872034;0.064110909;0.032590684;0.105896352;0.075245768;0.073873557;0.253581701;0;0;0;0.052855156;0.053001196;0;0;0.115832603
Tue Jan 08 11:09:02 GMT 2013;22;range1 [-? - 0.121];0.060192028;0.046905071;0.030556189;0.086285916;0.030655683;0.060193269;0.231698785;0;0;0;0.044107944;0.044229814;0;0;0.19426509
Tue Jan 08 11:09:03 GMT 2013;23;range1 [-? - 0.121];0.081259238;0.062079429;0.038550304;0.116485987;0.041385173;0.081260913;0.215715317;0;0;0;0.057610481;0.057769659;0;0;0.148761354
Tue Jan 08 11:09:04 GMT 2013;24;range1 [-? - 0.121];0.075589988;0.071207811;0.042846782;0.108359057;0.03318314;0.075591547;0.142637555;0.054439626;0;0;0.067197921;0.067383589;0.021056674;0.021346471;0.125952825
Tue Jan 08 11:09:05 GMT 2013;25;range1 [-? - 0.121];0.090288042;0.077405756;0.046789251;0.129428874;0;0.090289903;0.100710625;0;0;0;0.069129104;0.069320108;0;0;0.117222324
Tue Jan 08 11:09:06 GMT 2013;26;range1 [-? - 0.121];0.088325258;0.075344514;0.044411099;0.126615203;0.017993553;0.088327079;0.138007264;0;0;0;0.066740314;0.066924718;0;0;0.130619453
Tue Jan 08 11:09:07 GMT 2013;27;range1 [-? - 0.121];0.10599031;0.089479386;0.058101455;0.151938243;0.031019022;0.105992495;0.080285477;0.050889216;0;0;0.088426795;0.088671119;0.020845874;0.019954309;0.051229
Tue Jan 08 11:09:08 GMT 2013;28;range1 [-? - 0.121];0.090288042;0.059596509;0.045834283;0.129428874;0;0.090289903;0.169434181;0;0;0;0.063422545;0.063597782;0;0;0.189007606
Tue Jan 08 11:09:09 GMT 2013;29;range1 [-? - 0.121];0.081259238;0.062079429;0.038550304;0.116485987;0.041385173;0.081260913;0.215715317;0;0;0;0.057610481;0.057769659;0;0;0.148761354
Tue Jan 08 11:09:10 GMT 2013;30;range1 [-? - 0.121];0.073872034;0.064110909;0.032590684;0.105896352;0.075245768;0.073873557;0.253581701;0;0;0;0.052855156;0.053001196;0;0;0.115832603
Tue Jan 08 11:09:11 GMT 2013;31;range1 [-? - 0.121];0.090288042;0.059596509;0.045834283;0.129428874;0;0.090289903;0.169434181;0;0;0;0.063422545;0.063597782;0;0;0.189007606
Tue Jan 08 11:09:12 GMT 2013;32;range1 [-? - 0.121];0.081259238;0.062079429;0.038550304;0.116485987;0.041385173;0.081260913;0.215715317;0;0;0;0.057610481;0.057769659;0;0;0.148761354
Tue Jan 08 11:09:13 GMT 2013;33;range1 [-? - 0.121];0.073872034;0.064110909;0.032590684;0.105896352;0.075245768;0.073873557;0.253581701;0;0;0;0.052855156;0.053001196;0;0;0.115832603
Tue Jan 08 11:09:14 GMT 2013;34;range1 [-? - 0.121];0.090288042;0.059596509;0.045834283;0.129428874;0;0.090289903;0.169434181;0;0;0;0.063422545;0.063597782;0;0;0.189007606
Tue Jan 08 11:09:15 GMT 2013;35;range1 [-? - 0.121];0.081259238;0.062079429;0.038550304;0.116485987;0.041385173;0.081260913;0.215715317;0;0;0;0.057610481;0.057769659;0;0;0.148761354
Tue Jan 08 11:09:16 GMT 2013;36;range1 [-? - 0.121];0.073872034;0.064110909;0.032590684;0.105896352;0.075245768;0.073873557;0.253581701;0;0;0;0.052855156;0.053001196;0;0;0.115832603
Tue Jan 08 11:09:17 GMT 2013;37;range1 [-? - 0.121];0.1091542;0.101629022;0.067476499;0.156473713;0.042593284;0.10915645;0.098546496;0.122286026;0;0;0.103665214;0.103951641;0.005795718;0;0.05619695
Tue Jan 08 11:09:18 GMT 2013;38;range1 [-? - 0.121];0.103735197;0.099601136;0.065766434;0.148705515;0.065580466;0.103737335;0.165457316;0.124516166;0;0;0.102397818;0.102680744;0.004228246;0;0.096918388
Tue Jan 08 11:09:19 GMT 2013;39;range1 [-? - 0.121];0.10834565;0.104821618;0.067320562;0.155314649;0.019972385;0.108347883;0.094679548;0.117045196;0;0;0.104887368;0.105177173;0.007182555;0;0.116360475
Tue Jan 08 11:09:20 GMT 2013;40;range1 [-? - 0.121];0.085536039;0.082753909;0.053147812;0.122616828;0.059331012;0.085537803;0.14079703;0.092404102;0;0;0.082805817;0.08303461;0.005670438;0;0.131984418
Tue Jan 08 11:09:21 GMT 2013;41;range1 [-? - 0.121];0.077107306;0.072708203;0.046088374;0.114785376;0.026475171;0.083040349;0.0268772;0.08543445;0;0;0.074890503;0.075097426;0.044400949;0.046320065;0.021193134
Tue Jan 08 11:09:23 GMT 2013;42;range1 [-? - 0.121];0.125014212;0.099212408;0.072259294;0.17920921;0.02304506;0.125016789;0.049626423;0.090034766;0;0;0.105581745;0.105873468;0.005352961;0;0.053795205
Tue Jan 08 11:09:25 GMT 2013;43;range1 [-? - 0.121];0.0928677;0.065295901;0.049743115;0.11648632;0.017119187;0.069652211;0;0.066882969;0;0;0.069487833;0.069679828;0.058947722;0.076529848;0
Tue Jan 08 11:09:26 GMT 2013;44;range1 [-? - 0.121];0.081259238;0.054408526;0.042396816;0.116485987;0;0.081260913;0;0;0;0;0.057901498;0.05806148;0;0;0
Tue Jan 08 11:09:30 GMT 2013;45;range1 [-? - 0.121];0.095225669;0.085622718;0.057108248;0.136507016;0.025190544;0.095227632;0.03004128;0.091441559;0;0;0.088256422;0.088500275;0.060004244;0.070489492;0.023786959
Tue Jan 08 11:09:31 GMT 2013;46;range1 [-? - 0.121];0.116084625;0.0979086;0.061911081;0.166408552;0.033973214;0.116087018;0.091554376;0.055735808;0;0;0.095468326;0.095732105;0.004348911;0;0.072493589
Tue Jan 08 11:09:32 GMT 2013;47;range1 [-? - 0.121];0.124146057;0.11199765;0.077671263;0.169875559;0.036461363;0.112862379;0.077761463;0.146306495;0;0;0.116995405;0.117318664;0.012397789;0;0.056575376
Tue Jan 08 11:09:33 GMT 2013;48;range1 [-? - 0.121];0.113384983;0.108620814;0.071884241;0.162538586;0.03318314;0.11338732;0.130205241;0.136099065;0;0;0.111923197;0.112232441;0.004621571;0;0.094730862
Tue Jan 08 11:09:34 GMT 2013;49;range1 [-? - 0.121];0.054172825;0.048366527;0.02750057;0.077657324;0.05518023;0.054173942;0.275629364;0;0;0;0.041340772;0.041454997;0;0;0.185876204
Tue Jan 08 11:09:35 GMT 2013;50;range1 [-? - 0.121];0.054172825;0.048366527;0.02750057;0.077657324;0.05518023;0.054173942;0.275629364;0;0;0;0.041340772;0.041454997;0;0;0.185876204
Tue Jan 08 11:09:36 GMT 2013;51;range1 [-? - 0.121];0.090288042;0.086260778;0.056100468;0.129428874;0.039635417;0.090289903;0.124111324;0.097537663;0;0;0.087101753;0.087342415;0.004594565;0;0.07956586
Tue Jan 08 11:09:37 GMT 2013;52;range1 [-? - 0.121];0.145849913;0.120162665;0.084092351;0.205343962;0.030781423;0.140643887;0.010760314;0.142555047;0;0;0.127876987;0.128230312;0.016388007;0.007660679;0.010193669
Tue Jan 08 11:09:38 GMT 2013;53;range1 [-? - 0.121];0.100526892;0.090967442;0.06215818;0.144106375;0.047951182;0.100528964;0.044235272;0.120665151;0;0;0.095450474;0.095714204;0.028786346;0.02597752;0.0338248
Tue Jan 08 11:09:39 GMT 2013;54;range1 [-? - 0.121];0;0;0;0;0.27590115;0;0.530678408;0;0;0;0;0;0;0;0.263322858
Tue Jan 08 11:09:41 GMT 2013;55;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:09:42 GMT 2013;56;range1 [-? - 0.121];0.098496045;0.081205231;0.050620914;0.141195135;0.043238637;0.098498076;0.084527234;0.070936483;0;0;0.081294656;0.081519273;0.005745017;0;0.038610868
Tue Jan 08 11:09:44 GMT 2013;57;range1 [-? - 0.121];0.047799551;0.034611509;0.024265209;0.068521169;0.048688438;0.047800537;0.219403724;0;0;0;0.029090728;0.029171105;0;0;0.193000329
Tue Jan 08 11:09:45 GMT 2013;58;range1 [-? - 0.121];0;0;0;0;0.413851725;0;0.538248335;0;0;0;0;0;0;0;0.197492144
Tue Jan 08 11:09:47 GMT 2013;59;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:09:48 GMT 2013;60;range1 [-? - 0.121];0.137808064;0.116257255;0.078921978;0.197549334;0.031585225;0.137810904;0.010586456;0.136894966;0;0;0.122732037;0.123071147;0.016158935;0.006988689;0.00745122
Tue Jan 08 11:09:49 GMT 2013;61;range1 [-? - 0.121];0;0;0;0;0.413851725;0;0.48955738;0;0;0;0;0;0;0;0
Tue Jan 08 11:09:51 GMT 2013;62;range1 [-? - 0.121];0.054172825;0.049712369;0.02750057;0.077657324;0;0.054173942;0.149635044;0;0;0;0.042071302;0.042187545;0;0;0.17166585
Tue Jan 08 11:09:54 GMT 2013;63;range1 [-? - 0.121];0.090288042;0.083711357;0.047107574;0.129428874;0;0.090289903;0.079957559;0;0;0;0.07103129;0.07122755;0;0;0.097102144
Tue Jan 08 11:09:55 GMT 2013;64;range1 [-? - 0.121];0.098496045;0.081351624;0.059060486;0.132370616;0.018156714;0.086185816;0;0.106404724;0;0;0.086574316;0.086813521;0.084460662;0.101034363;0
Tue Jan 08 11:09:56 GMT 2013;65;range1 [-? - 0.121];0.114912053;0.089471565;0.058589625;0.170610671;0.022988338;0.123122595;0.028175745;0.070936483;0;0;0.093507593;0.093765955;0.040348073;0.046947025;0.012870289
Tue Jan 08 11:09:58 GMT 2013;66;range1 [-? - 0.121];0.054172825;0.049712369;0.02750057;0.077657324;0;0.054173942;0.149635044;0;0;0;0.042071302;0.042187545;0;0;0.17166585
Tue Jan 08 11:10:00 GMT 2013;67;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:01 GMT 2013;68;range1 [-? - 0.121];0.090288042;0.083711357;0.047107574;0.129428874;0;0.090289903;0.079957559;0;0;0;0.07103129;0.07122755;0;0;0.097102144
Tue Jan 08 11:10:03 GMT 2013;69;range1 [-? - 0.121];0.135432063;0.123193867;0.085559308;0.194143311;0.019972385;0.135434854;0;0.156060262;0;0;0.131102789;0.131465027;0.035032012;0.043981506;0
Tue Jan 08 11:10:05 GMT 2013;70;range1 [-? - 0.121];0.093760659;0.087734053;0.054996271;0.134406908;0.054879808;0.093762591;0.107284566;0.090034766;0;0;0.086863118;0.087103121;0.007337094;0;0.049006101
Tue Jan 08 11:10:07 GMT 2013;71;range1 [-? - 0.121];0.162518475;0.044316016;0.029962749;0.232971973;0;0.162521825;0.027725593;0;0;0;0.041753938;0.047291365;0.005194169;0.008006629;0.040229069
Tue Jan 08 11:10:08 GMT 2013;72;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:12 GMT 2013;73;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:13 GMT 2013;74;range1 [-? - 0.121];0.067249024;0.061050479;0.037550166;0.100418874;0.02223717;0.072854611;0.019237232;0.06457666;0;0;0.060621741;0.062312024;0.043586015;0.04768488;0.011399359
Tue Jan 08 11:10:14 GMT 2013;75;range1 [-? - 0.121];0.059457979;0.031904811;0.02148799;0.085233649;0;0.059459204;0;0;0.268220402;0.268220402;0.029903649;0.029986273;0;0;0
Tue Jan 08 11:10:15 GMT 2013;76;range1 [-? - 0.121];0.120682036;0.092173885;0.063863621;0.17299899;0.020059867;0.120684524;0.03086082;0.092709066;0;0;0.097030795;0.097298892;0.012738944;0.013063814;0.024663733
Tue Jan 08 11:10:16 GMT 2013;77;range1 [-? - 0.121];0;0;0;0;0.33108138;0;0.553182761;0;0;0;0;0;0;0;0.31598743
Tue Jan 08 11:10:17 GMT 2013;78;range1 [-? - 0.121];0.123120057;0.108469766;0.073987433;0.176493919;0.036313428;0.123122595;0;0.141872965;0;0;0.115433416;0.115752359;0.012648587;0;0
Tue Jan 08 11:10:18 GMT 2013;79;range1 [-? - 0.121];0.123954769;0.090084117;0.063623445;0.167818992;0.053588408;0.110184288;0.042540689;0.079352675;0;0;0.093014628;0.093271628;0.006345412;0;0.025840571
Tue Jan 08 11:10:19 GMT 2013;80;range1 [-? - 0.121];0.095599103;0.092697964;0.063023855;0.137042337;0.035245386;0.095601074;0;0.137700231;0;0;0.098649079;0.098921647;0.103549332;0.140595988;0
Tue Jan 08 11:10:20 GMT 2013;81;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:21 GMT 2013;82;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:22 GMT 2013;83;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:23 GMT 2013;84;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:25 GMT 2013;85;range1 [-? - 0.121];0.13001478;0.106309089;0.071307622;0.186377579;0.021666997;0.13001746;0.011973635;0.117045196;0;0;0.111443149;0.111751067;0.017666848;0.013194452;0.004841901
Tue Jan 08 11:10:26 GMT 2013;86;range1 [-? - 0.121];0;0;0;0;0.27590115;0;0.530678408;0;0;0;0;0;0;0;0.263322858
Tue Jan 08 11:10:28 GMT 2013;87;range1 [-? - 0.121];0.162518475;0.044316016;0.029962749;0.232971973;0;0.162521825;0.027725593;0;0;0;0.041753938;0.047291365;0.005194169;0.008006629;0.040229069
Tue Jan 08 11:10:29 GMT 2013;88;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:32 GMT 2013;89;range1 [-? - 0.121];0.090288042;0.070411738;0.043908892;0.129428874;0.019021319;0.090289903;0;0.055735808;0;0;0.067826395;0.071518622;0.003679249;0;0.006011879
Tue Jan 08 11:10:33 GMT 2013;90;range1 [-? - 0.121];0.018897497;0.028776654;0.012458204;0.040634375;0.019248917;0.037795773;0.06237022;0.027219813;0.255745034;0.255745034;0.027046997;0.027121728;0.003666859;0;0.027335989
Tue Jan 08 11:10:34 GMT 2013;91;range1 [-? - 0.121];0.068348891;0.058806872;0.038273123;0.097978867;0.011199468;0.0683503;0;0.06563282;0.102776042;0.102776042;0.058972779;0.059135721;0.015600582;0.018515659;0
Tue Jan 08 11:10:35 GMT 2013;92;range1 [-? - 0.121];0.093760659;0.07662989;0.0567336;0.123206556;0.02304506;0.078135493;0.033269415;0.090034766;0;0;0.081549451;0.081774773;0.05503478;0.07006767;0.037796464
Tue Jan 08 11:10:36 GMT 2013;93;range1 [-? - 0.121];0.099431135;0.068481388;0.044454237;0.144993057;0.02118947;0.102861915;0.006717448;0.079017854;0;0;0.070772162;0.071157712;0.037831919;0.044896409;0.005491557
Tue Jan 08 11:10:37 GMT 2013;94;range1 [-? - 0.121];0.119890678;0.08713054;0.06153743;0.16231673;0.051831411;0.106571689;0.045342849;0.076750948;0;0;0.089964968;0.090213542;0.032068367;0.039182488;0.025900609
Tue Jan 08 11:10:38 GMT 2013;95;range1 [-? - 0.121];0.125014212;0.121220414;0.08241581;0.17920921;0.04609012;0.125016789;0;0.180069533;0;0;0.129002642;0.129359077;0.013734423;0;0
Tue Jan 08 11:10:39 GMT 2013;96;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:10:40 GMT 2013;97;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:41 GMT 2013;98;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:10:43 GMT 2013;99;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:10:44 GMT 2013;100;range1 [-? - 0.121];0;0;0;0;0;0;0.418156644;0;0;0;0;0;0;0;0
Tue Jan 08 11:10:45 GMT 2013;101;range1 [-? - 0.121];0;0;0;0;0.35473005;0;0.562827484;0;0;0;0;0;0;0;0.338557961
Tue Jan 08 11:10:47 GMT 2013;102;range1 [-? - 0.121];0;0;0;0;0.206925863;0;0.313737585;0;0;0;0;0;0;0;0.190574208
Tue Jan 08 11:10:48 GMT 2013;103;range1 [-? - 0.121];0.142752715;0.12282712;0.085240145;0.196767027;0.024290739;0.131774453;0;0.158169184;0;0;0.129793456;0.130152076;0.034202919;0.041214248;0
Tue Jan 08 11:10:49 GMT 2013;104;range1 [-? - 0.121];0.116084625;0.112561813;0.076528967;0.166408552;0.042797968;0.116087018;0;0.167207423;0;0;0.119788168;0.120119143;0.012753393;0;0
Tue Jan 08 11:11:00 GMT 2013;105;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:11:42 GMT 2013;106;range1 [-? - 0.121];0.0928677;0.095555132;0.061223173;0.133126842;0.026392154;0.092869614;0;0.138255404;0;0;0.095830534;0.096095315;0.046360796;0.052993957;0.010264691
Tue Jan 08 11:11:43 GMT 2013;107;range1 [-? - 0.121];0.135432063;0.102653089;0.07134644;0.194143311;0.024965482;0.135434854;0;0.097537663;0;0;0.109243314;0.109545154;0.025441864;0.027488441;0.007484671
Tue Jan 08 11:11:44 GMT 2013;108;range1 [-? - 0.121];0.102741565;0.086168191;0.057171402;0.147281133;0.015448146;0.102743683;0;0.094174296;0;0;0.089779393;0.088572385;0.044861733;0.057898172;0
Tue Jan 08 11:11:45 GMT 2013;109;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0.037843879;0.088680729;0
Tue Jan 08 11:12:00 GMT 2013;110;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:12:12 GMT 2013;111;range1 [-? - 0.121];0.162518475;0.115563755;0.078582129;0.232971973;0.019972385;0.162521825;0;0.078030131;0;0;0.122982831;0.123322634;0.024632903;0.019917765;0
Tue Jan 08 11:12:13 GMT 2013;112;range1 [-? - 0.121];0.056040853;0.059405508;0.027014836;0.100418552;0;0.084063013;0.049221195;0;0;0;0.052013195;0.052156908;0.00985101;0.015184987;0.060270296
Tue Jan 08 11:12:18 GMT 2013;113;range1 [-? - 0.121];0.088325258;0.084894195;0.055799548;0.126615203;0.020080987;0.088327079;0.015515377;0.108610227;0;0;0.086811963;0.087051825;0.041484938;0.049894633;0.026808337
Tue Jan 08 11:12:19 GMT 2013;114;range1 [-? - 0.121];0;0.096349438;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:12:20 GMT 2013;115;range1 [-? - 0.121];0.13001478;0.102400943;0.068492582;0.186377579;0.023966862;0.13001746;0;0.093636157;0;0;0.104873581;0.105163348;0.02442419;0.026388904;0.007185284
Tue Jan 08 11:12:21 GMT 2013;116;range1 [-? - 0.121];0.101574047;0.082920926;0.055855033;0.145607483;0.014608573;0.101576141;0;0.089056128;0;0;0.087542554;0.086408445;0.045709479;0.061142539;0
Tue Jan 08 11:12:22 GMT 2013;117;range1 [-? - 0.121];0.02257201;0.015098238;0.011776893;0.032357219;0;0.022572476;0;0;0;0;0.01606753;0.014274791;0.028355626;0.052002262;0
Tue Jan 08 11:12:24 GMT 2013;118;range1 [-? - 0.121];0.052995155;0.03603284;0.021877295;0.075969122;0;0.052996247;0.013394333;0;0;0;0.035147296;0.035244408;0.02772388;0;0.014960047
Tue Jan 08 11:12:25 GMT 2013;119;range1 [-? - 0.121];0.188202594;0.153672986;0.106439703;0.268203462;0.00326524;0.185992279;0.002908313;0.13659321;0;0;0.16299392;0.163444274;0.002007828;0;0.004876692
Tue Jan 08 11:12:28 GMT 2013;120;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0.153391374;0.1438935;0
Tue Jan 08 11:12:30 GMT 2013;121;range1 [-? - 0.121];0.134117188;0.094150315;0.064660502;0.197912971;0;0.142009362;0;0;0.106767344;0.106767344;0.098781998;0.099054933;0.001844302;0;0
Tue Jan 08 11:12:31 GMT 2013;122;range1 [-? - 0.121];0;0;0;0;0.292909302;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:12:32 GMT 2013;123;range3 [0.243 - ?];0.004232252;0.00212865;0;0.006066978;0;0.004232339;0;0;0;0;0;0;0.25084517;0.286592724;0
Tue Jan 08 11:12:33 GMT 2013;124;range1 [-? - 0.121];0.132876741;0.10463789;0.072385387;0.19048023;0.017935105;0.13287948;0;0.080974664;0.034581876;0.034581876;0.110897973;0.111204385;0.016959235;0.012155426;0
Tue Jan 08 11:12:34 GMT 2013;125;range1 [-? - 0.121];0.058978479;0.057188663;0.038881652;0.084546281;0.021744129;0.058979695;0.001523534;0.084952158;0;0;0.060860118;0.061028274;0.035023561;0.033565278;0
Tue Jan 08 11:12:35 GMT 2013;126;range1 [-? - 0.121];0.116084625;0.079593472;0.05291307;0.166408552;0.016992947;0.116087018;0;0.055735808;0;0;0.080954376;0.081178053;0.018139723;0.019732391;0
Tue Jan 08 11:12:36 GMT 2013;127;range1 [-? - 0.121];0.124278834;0.096510917;0.066798732;0.178155038;0.017622693;0.124281396;0;0.061965104;0.06468845;0.06468845;0.101850907;0.102132322;0.013778694;0.010881293;0
Tue Jan 08 11:12:37 GMT 2013;128;range1 [-? - 0.121];0.061560028;0.057373289;0.036525189;0.08824696;0.013617535;0.061561297;0;0.079803543;0;0;0.060078312;0.057329591;0.041480206;0.083149852;0
Tue Jan 08 11:12:38 GMT 2013;129;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0.127600316;0;0
Tue Jan 08 11:12:40 GMT 2013;130;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0.106274874;0;0
Tue Jan 08 11:12:42 GMT 2013;131;range1 [-? - 0.121];0;0.029591175;0;0;0;0;0;0;0;0;0;0;0;0;0
Tue Jan 08 11:12:43 GMT 2013;132;range1 [-? - 0.121];0.181638296;0.12093708;0.085079556;0.260380441;0.002694876;0.18164204;0;0;0;0;0.126989292;0.127340164;0.005054958;0.007761442;0
Tue Jan 08 11:12:44 GMT 2013;133;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0.354743112;0.354743112;0;0;0.029817085;0.027850355;0
Tue Jan 08 11:12:46 GMT 2013;134;range1 [-? - 0.121];0.182833284;0.122375409;0.086002446;0.26209347;0.002863306;0.182837053;0;0;0;0;0.128412971;0.128767777;0;0;0
Tue Jan 08 11:12:47 GMT 2013;135;range1 [-? - 0.121];0;0;0;0;0;0;0;0;0;0;0;0;0.154036832;0.1438935;0
Tue Jan 08 11:12:48 GMT 2013;136;range1 [-? - 0.121];0;0.012020613;0;0;0;0;0;0;0.323442249;0.323442249;0;0;0;0;0
Tue Jan 08 11:12:49 GMT 2013;137;range3 [0.243 - ?];0.030689039;0.02378998;0.01593835;0.044949417;0.003536761;0.032024005;0.001966114;0.019219244;0;0;0.025039625;0.025108809;0.220945452;0.247720332;7.95E-04
Tue Jan 08 11:12:50 GMT 2013;138;range1 [-? - 0.121];0.113914819;0.089089913;0.059280451;0.157854951;0.032275272;0.106322689;0.020369202;0.076571624;0;0;0.089422091;0.089669165;0.012441774;0.01116884;0.013378987
